,data,denominazione_regione,hospitalized_with_symptoms,intensive_care,total_hospitalized,home_isolation,total_positives,discharged_healed,deceased,total_cases,swabs
8828,2021-05-10,Lombardia,0,0,0,0,0,4583,23,583,16223
8829,2021-05-10,Marche,3,0,2,0,0,71,2,57,1140
8830,2021-05-10,Molise,0,1,1,0,0,32,0,2,141
8831,2021-05-10,Piemonte,0,2,2,0,0,690,17,346,13744
8832,2021-05-10,Puglia,0,0,0,0,0,1099,25,247,4769
8833,2021-05-10,Sardegna,0,1,0,0,0,214,2,31,4473
8834,2021-05-10,Sicilia,14,0,9,76,85,498,6,589,19530
8835,2021-05-10,Toscana,22,0,15,0,0,766,20,481,10508
8836,2021-05-10,Trentino-Alto Adige,3,2,5,0,0,52,1,16,1487
8837,2021-05-10,Umbria,8,0,7,0,0,45,0,18,1136
8838,2021-05-10,Valle d'Aosta,0,0,0,0,0,42,1,19,246
8839,2021-05-10,Veneto,1,0,1,9,10,235,2,247,9866
8840,2021-05-11,Abruzzo,0,0,0,0,0,251,9,79,6297
8841,2021-05-11,Basilicata,0,0,0,0,0,269,3,80,1518
8842,2021-05-11,Calabria,0,0,0,0,0,495,8,237,3241
8843,2021-05-11,Campania,0,0,0,0,0,2390,29,1109,23718
8844,2021-05-11,Emilia-Romagna,0,0,0,0,0,2944,12,453,25380
8845,2021-05-11,Friuli Venezia Giulia,0,0,0,0,0,215,2,70,5946
8846,2021-05-11,Lazio,0,0,0,0,0,1230,40,635,34596
8847,2021-05-11,Liguria,0,0,0,0,0,406,7,128,6690
8848,2021-05-11,Lombardia,0,0,0,0,0,1723,30,788,33979
8849,2021-05-11,Marche,0,0,0,0,0,428,3,151,4021
8850,2021-05-11,Molise,1,0,1,0,0,18,0,5,402
8851,2021-05-11,Piemonte,0,0,0,0,0,957,12,529,19905
8852,2021-05-11,Puglia,0,0,0,0,0,1439,24,684,11692
8853,2021-05-11,Sardegna,0,0,0,0,0,324,4,83,5776
8854,2021-05-11,Sicilia,0,2,0,0,0,936,26,894,27362
8855,2021-05-11,Toscana,0,0,0,0,0,1036,21,367,21913
8856,2021-05-11,Trentino-Alto Adige,0,0,0,0,0,212,3,97,10708
8857,2021-05-11,Umbria,0,0,0,101,98,16,0,114,7704
8858,2021-05-11,Valle d'Aosta,0,0,0,0,0,56,1,23,753
8859,2021-05-11,Veneto,0,0,0,0,0,1158,17,417,34827
8860,2021-05-12,Abruzzo,0,0,0,0,0,562,0,150,6321
8861,2021-05-12,Basilicata,0,0,0,0,0,366,4,122,1453
8862,2021-05-12,Calabria,0,0,0,0,0,581,4,280,3329
8863,2021-05-12,Campania,0,5,0,0,0,1953,30,1127,24290
8864,2021-05-12,Emilia-Romagna,0,0,0,0,0,2843,7,505,22014
8865,2021-05-12,Friuli Venezia Giulia,0,0,0,0,0,221,6,75,8094
8866,2021-05-12,Lazio,0,0,0,0,0,1269,22,633,31320
8867,2021-05-12,Liguria,0,2,0,0,0,355,7,143,6673
8868,2021-05-12,Lombardia,0,0,0,0,0,2027,36,1198,50658
8869,2021-05-12,Marche,0,0,0,0,0,306,4,230,5100
8870,2021-05-12,Molise,0,0,0,0,0,73,2,26,1020
8871,2021-05-12,Piemonte,0,0,0,0,0,1157,18,774,19506
8872,2021-05-12,Puglia,0,0,0,0,0,1712,36,615,10932
8873,2021-05-12,Sardegna,0,0,0,0,0,369,5,96,5004
8874,2021-05-12,Sicilia,0,0,0,0,0,2712,22,607,26316
8875,2021-05-12,Toscana,0,0,0,0,0,999,38,495,23190
8876,2021-05-12,Trentino-Alto Adige,0,1,0,35,29,150,0,179,8716
8877,2021-05-12,Umbria,0,2,0,0,0,208,1,77,7215
8878,2021-05-12,Valle d'Aosta,0,0,0,0,0,42,2,23,554
8879,2021-05-12,Veneto,0,0,0,0,0,1118,18,493,45039
8880,2021-05-13,Abruzzo,0,0,0,0,0,334,3,88,5338
8881,2021-05-13,Basilicata,0,0,0,0,0,216,2,91,1253
8882,2021-05-13,Calabria,0,0,0,0,0,828,4,327,3757
8883,2021-05-13,Campania,0,0,0,0,0,2054,24,1110,24616
8884,2021-05-13,Emilia-Romagna,0,0,0,333,278,320,18,616,23936
8885,2021-05-13,Friuli Venezia Giulia,0,0,0,0,0,208,8,100,8799
8886,2021-05-13,Lazio,0,0,0,0,0,1063,21,654,31054
8887,2021-05-13,Liguria,0,0,0,0,0,284,8,115,6851
8888,2021-05-13,Lombardia,0,0,0,0,0,1710,13,1396,49484
8889,2021-05-13,Marche,0,0,0,0,0,318,4,233,4925
8890,2021-05-13,Molise,0,0,0,0,0,37,0,12,404
8891,2021-05-13,Piemonte,0,0,0,0,0,1083,14,706,22407
8892,2021-05-13,Puglia,0,0,0,0,0,1777,31,554,9160
8893,2021-05-13,Sardegna,0,1,0,0,0,269,1,72,4677
8894,2021-05-13,Sicilia,0,0,0,0,0,1454,19,603,20207
8895,2021-05-13,Toscana,0,0,0,0,0,1116,21,651,23271
8896,2021-05-13,Trentino-Alto Adige,1,0,0,34,34,84,0,118,7138
8897,2021-05-13,Umbria,0,0,0,29,20,118,1,139,6862
8898,2021-05-13,Valle d'Aosta,2,0,1,0,0,39,0,29,646
8899,2021-05-13,Veneto,0,0,0,0,0,983,9,468,32241
8900,2021-05-14,Abruzzo,0,0,0,0,0,265,2,143,6202
8901,2021-05-14,Basilicata,0,0,0,0,0,137,1,114,1415
8902,2021-05-14,Calabria,0,1,0,0,0,356,5,253,3372
8903,2021-05-14,Campania,0,0,0,0,0,1893,24,1118,23202
8904,2021-05-14,Emilia-Romagna,0,0,0,149,83,453,11,547,39527
8905,2021-05-14,Friuli Venezia Giulia,0,0,0,0,0,118,5,36,6158
8906,2021-05-14,Lazio,10,0,8,0,0,1100,10,706,32125
8907,2021-05-14,Liguria,0,2,0,0,0,172,6,138,6289
8908,2021-05-14,Lombardia,0,0,0,0,0,1992,23,1160,44005
8909,2021-05-14,Marche,0,0,0,0,0,511,7,252,4462
8910,2021-05-14,Molise,0,0,0,0,0,29,1,15,611
8911,2021-05-14,Piemonte,0,1,0,0,0,961,19,595,25018
8912,2021-05-14,Puglia,0,0,0,0,0,1621,24,591,9827
8913,2021-05-14,Sardegna,0,0,0,0,0,301,2,99,5016
8914,2021-05-14,Sicilia,0,0,0,0,0,1712,17,573,22269
8915,2021-05-14,Toscana,0,0,0,0,0,968,17,529,23293
8916,2021-05-14,Trentino-Alto Adige,0,0,0,0,0,208,0,124,9339
8917,2021-05-14,Umbria,1,0,0,0,0,132,2,73,6340
8918,2021-05-14,Valle d'Aosta,4,0,4,9,13,30,0,43,518
8919,2021-05-14,Veneto,0,0,0,0,0,823,6,453,29198
8920,2021-05-15,Abruzzo,0,0,0,16,6,105,1,112,6568
8921,2021-05-15,Basilicata,0,0,0,0,0,195,0,119,1682
8922,2021-05-15,Calabria,0,0,0,0,0,200,4,193,3641
8923,2021-05-15,Campania,0,0,0,0,0,1431,8,946,24881
8924,2021-05-15,Emilia-Romagna,0,0,0,0,0,2682,14,523,26013
8925,2021-05-15,Friuli Venezia Giulia,0,0,0,0,0,167,3,68,8200
8926,2021-05-15,Lazio,0,2,0,0,0,1490,5,621,31550
8927,2021-05-15,Liguria,0,3,0,0,0,182,5,97,6057
8928,2021-05-15,Lombardia,0,0,0,150,37,1095,22,1154,48952
8929,2021-05-15,Marche,0,0,0,0,0,237,2,149,3677
8930,2021-05-15,Molise,0,0,0,1,1,5,2,8,529
8931,2021-05-15,Piemonte,0,0,0,0,0,860,15,472,25631
8932,2021-05-15,Puglia,0,0,0,0,0,1061,11,567,9984
8933,2021-05-15,Sardegna,0,0,0,0,0,155,3,67,3125
8934,2021-05-15,Sicilia,0,0,0,0,0,1043,10,557,19981
8935,2021-05-15,Toscana,0,0,0,0,0,915,19,491,24061
8936,2021-05-15,Trentino-Alto Adige,0,0,0,0,0,114,0,101,10512
8937,2021-05-15,Umbria,0,0,0,0,0,126,3,54,7611
8938,2021-05-15,Valle d'Aosta,0,0,0,0,0,53,1,10,564
8939,2021-05-15,Veneto,0,0,0,0,0,1176,8,343,31467
8940,2021-05-16,Abruzzo,0,3,0,79,76,23,1,100,5337
8941,2021-05-16,Basilicata,0,0,0,0,0,193,2,92,1208
8942,2021-05-16,Calabria,0,0,0,72,49,168,7,224,2800
8943,2021-05-16,Campania,0,0,0,0,0,1424,11,919,20724
8944,2021-05-16,Emilia-Romagna,0,0,0,0,0,1730,7,447,14163
8945,2021-05-16,Friuli Venezia Giulia,0,0,0,0,0,90,0,33,3435
8946,2021-05-16,Lazio,0,3,0,0,0,1003,14,577,23687
8947,2021-05-16,Liguria,0,0,0,0,0,227,4,80,4384
8948,2021-05-16,Lombardia,0,0,0,0,0,990,18,796,32385
8949,2021-05-16,Marche,0,0,0,45,32,182,1,215,3501
8950,2021-05-16,Molise,0,0,0,0,0,35,0,14,572
8951,2021-05-16,Piemonte,0,0,0,0,0,649,5,403,11708
8952,2021-05-16,Puglia,0,0,0,0,0,414,8,404,6895
8953,2021-05-16,Sardegna,0,1,0,0,0,91,0,33,1478
8954,2021-05-16,Sicilia,0,4,0,0,0,756,3,405,19189
8955,2021-05-16,Toscana,0,0,0,0,0,758,8,506,20113
8956,2021-05-16,Trentino-Alto Adige,0,0,0,0,0,194,2,144,5221
8957,2021-05-16,Umbria,2,0,2,0,0,82,0,59,5143
8958,2021-05-16,Valle d'Aosta,0,0,0,0,0,41,0,20,595
8959,2021-05-16,Veneto,0,0,0,0,0,553,2,277,20035
8960,2021-05-17,Abruzzo,3,0,2,0,0,108,3,20,1192
8961,2021-05-17,Basilicata,0,0,0,0,0,202,0,17,285
8962,2021-05-17,Calabria,0,2,0,0,0,666,4,71,1621
8963,2021-05-17,Campania,0,0,0,0,0,1593,28,550,9179
8964,2021-05-17,Emilia-Romagna,20,0,19,0,0,753,9,341,11094
8965,2021-05-17,Friuli Venezia Giulia,0,0,0,0,0,32,0,16,1577
8966,2021-05-17,Lazio,15,0,14,0,0,1054,17,388,14700
8967,2021-05-17,Liguria,0,1,0,7,0,51,5,51,3389
8968,2021-05-17,Lombardia,0,0,0,0,0,938,13,675,20822
8969,2021-05-17,Marche,6,1,7,0,0,72,1,53,1276
8970,2021-05-17,Molise,1,0,1,0,0,23,0,1,174
8971,2021-05-17,Piemonte,0,2,0,0,0,634,10,207,10945
8972,2021-05-17,Puglia,0,0,0,0,0,1215,21,145,4330
8973,2021-05-17,Sardegna,0,0,0,0,0,179,4,23,4884
8974,2021-05-17,Sicilia,0,0,0,0,0,758,4,299,12497
8975,2021-05-17,Toscana,11,3,14,0,0,607,15,382,9050
8976,2021-05-17,Trentino-Alto Adige,0,0,0,0,0,56,2,18,1340
8977,2021-05-17,Umbria,0,1,0,0,0,70,1,15,1001
8978,2021-05-17,Valle d'Aosta,0,0,0,0,0,17,1,9,421
8979,2021-05-17,Veneto,0,0,0,0,0,277,2,173,9147
8980,2021-05-18,Abruzzo,0,0,0,0,0,493,3,33,5885
8981,2021-05-18,Basilicata,0,1,0,0,0,144,3,84,1479
8982,2021-05-18,Calabria,0,3,0,0,0,404,0,108,3153
8983,2021-05-18,Campania,0,1,0,0,0,1910,30,598,19766
8984,2021-05-18,Emilia-Romagna,0,0,0,0,0,1045,10,328,24655
8985,2021-05-18,Friuli Venezia Giulia,0,0,0,0,0,174,2,42,7271
8986,2021-05-18,Lazio,0,0,0,0,0,1023,14,348,28216
8987,2021-05-18,Liguria,0,0,0,0,0,233,7,80,6269
8988,2021-05-18,Lombardia,0,0,0,0,0,992,31,598,33030
8989,2021-05-18,Marche,0,0,0,0,0,153,4,115,3535
8990,2021-05-18,Molise,0,0,0,0,0,13,0,3,475
8991,2021-05-18,Piemonte,0,0,0,0,0,878,21,437,21631
8992,2021-05-18,Puglia,0,0,0,0,0,1224,21,407,11684
8993,2021-05-18,Sardegna,0,1,0,0,0,307,1,61,2257
8994,2021-05-18,Sicilia,0,0,0,0,0,792,22,411,24390
8995,2021-05-18,Toscana,0,0,0,0,0,372,18,291,19713
8996,2021-05-18,Trentino-Alto Adige,2,4,6,0,0,236,0,121,9849
8997,2021-05-18,Umbria,0,0,0,17,16,52,1,69,7552
8998,2021-05-18,Valle d'Aosta,4,0,4,0,0,63,1,9,845
8999,2021-05-18,Veneto,0,0,0,0,0,1323,12,306,31209
9000,2021-05-19,Abruzzo,1,0,1,0,0,385,5,71,5787
9001,2021-05-19,Basilicata,0,0,0,0,0,200,2,67,1281
9002,2021-05-19,Calabria,0,1,0,0,0,508,2,228,3310
9003,2021-05-19,Campania,0,0,0,0,0,1519,19,634,19498
9004,2021-05-19,Emilia-Romagna,0,0,0,0,0,581,9,323,23121
9005,2021-05-19,Friuli Venezia Giulia,0,0,0,0,0,185,3,56,9032
9006,2021-05-19,Lazio,0,0,0,0,0,1880,16,466,33445
9007,2021-05-19,Liguria,0,0,0,0,0,219,2,85,6308
9008,2021-05-19,Lombardia,0,0,0,0,0,1482,25,936,49001
9009,2021-05-19,Marche,0,0,0,0,0,203,0,130,4063
9010,2021-05-19,Molise,0,0,0,0,0,30,0,11,659
9011,2021-05-19,Piemonte,0,0,0,0,0,1037,14,515,20203
9012,2021-05-19,Puglia,0,3,0,0,0,1453,8,433,9610
9013,2021-05-19,Sardegna,0,0,0,0,0,290,4,69,9100
9014,2021-05-19,Sicilia,0,0,0,0,0,1618,10,603,21467
9015,2021-05-19,Toscana,0,3,0,0,0,784,16,341,21555
9016,2021-05-19,Trentino-Alto Adige,0,0,0,0,0,175,2,129,7858
9017,2021-05-19,Umbria,0,0,0,0,0,140,2,47,6859
9018,2021-05-19,Valle d'Aosta,0,0,0,0,0,54,2,23,544
9019,2021-05-19,Veneto,0,0,0,0,0,1186,8,333,34555
9020,2021-05-20,Abruzzo,0,0,0,0,0,215,0,61,4851
9021,2021-05-20,Basilicata,1,0,0,0,0,89,0,53,1134
9022,2021-05-20,Calabria,0,0,0,0,0,341,5,263,3161
9023,2021-05-20,Campania,0,0,0,0,0,1574,40,649,17569
9024,2021-05-20,Emilia-Romagna,0,0,0,0,0,761,6,460,21699
9025,2021-05-20,Friuli Venezia Giulia,0,0,0,0,0,81,2,41,5263
9026,2021-05-20,Lazio,0,0,0,0,0,1035,10,558,24998
9027,2021-05-20,Liguria,0,0,0,0,0,446,3,111,6455
9028,2021-05-20,Lombardia,0,0,0,0,0,1840,22,1003,44109
9029,2021-05-20,Marche,0,0,0,0,0,250,2,214,3834
9030,2021-05-20,Molise,0,1,0,0,0,23,0,6,478
9031,2021-05-20,Piemonte,0,0,0,0,0,799,10,426,18522
9032,2021-05-20,Puglia,0,0,0,0,0,1912,30,386,8679
9033,2021-05-20,Sardegna,0,0,0,0,0,147,0,47,4534
9034,2021-05-20,Sicilia,0,0,0,0,0,688,10,443,17911
9035,2021-05-20,Toscana,0,0,0,0,0,1155,15,559,22045
9036,2021-05-20,Trentino-Alto Adige,0,1,0,27,23,76,1,100,7144
9037,2021-05-20,Umbria,0,0,0,0,0,97,2,45,5882
9038,2021-05-20,Valle d'Aosta,0,0,0,0,0,28,0,18,496
9039,2021-05-20,Veneto,0,0,0,0,0,1259,8,293,32273
9040,2021-05-21,Abruzzo,1,0,0,0,0,177,2,66,4108
9041,2021-05-21,Basilicata,0,0,0,0,0,181,1,62,1119
9042,2021-05-21,Calabria,0,0,0,28,17,232,4,253,3425
9043,2021-05-21,Campania,0,0,0,0,0,1630,107,705,20228
9044,2021-05-21,Emilia-Romagna,0,0,0,0,0,902,7,410,21799
9045,2021-05-21,Friuli Venezia Giulia,0,1,0,0,0,109,2,38,6785
9046,2021-05-21,Lazio,0,0,0,0,0,1671,11,471,29659
9047,2021-05-21,Liguria,0,2,0,0,0,232,4,70,5947
9048,2021-05-21,Lombardia,0,0,0,0,0,998,11,847,45058
9049,2021-05-21,Marche,0,0,0,0,0,200,2,176,3168
9050,2021-05-21,Molise,1,0,1,0,0,22,0,9,489
9051,2021-05-21,Piemonte,0,0,0,0,0,860,14,393,22933
9052,2021-05-21,Puglia,0,0,0,0,0,1405,18,365,8415
9053,2021-05-21,Sardegna,0,0,0,0,0,168,3,42,3184
9054,2021-05-21,Sicilia,0,0,0,0,0,1480,11,493,26335
9055,2021-05-21,Toscana,0,0,0,0,0,955,11,392,20554
9056,2021-05-21,Trentino-Alto Adige,0,0,0,0,0,179,1,91,8850
9057,2021-05-21,Umbria,0,0,0,0,0,139,3,45,5970
9058,2021-05-21,Valle d'Aosta,0,0,0,0,0,32,0,13,423
9059,2021-05-21,Veneto,0,0,0,0,0,1123,6,274,31295
9060,2021-05-22,Abruzzo,0,2,0,72,71,56,1,128,4886
9061,2021-05-22,Basilicata,0,0,0,0,0,124,0,67,1244
9062,2021-05-22,Calabria,0,0,0,56,33,123,5,161,2831
9063,2021-05-22,Campania,0,0,0,0,0,2333,29,565,18917
9064,2021-05-22,Emilia-Romagna,0,0,0,0,0,2196,11,337,25228
9065,2021-05-22,Friuli Venezia Giulia,0,0,0,0,0,78,0,39,6200
9066,2021-05-22,Lazio,0,0,0,0,0,1080,7,494,38286
9067,2021-05-22,Liguria,0,0,0,0,0,172,1,60,5498
9068,2021-05-22,Lombardia,0,0,0,0,0,1620,13,828,47376
9069,2021-05-22,Marche,0,0,0,0,0,137,4,125,4348
9070,2021-05-22,Molise,0,0,0,0,0,13,0,3,382
9071,2021-05-22,Piemonte,0,0,0,0,0,743,4,400,25284
9072,2021-05-22,Puglia,0,0,0,0,0,743,9,399,8977
9073,2021-05-22,Sardegna,0,0,0,0,0,90,1,35,2553
9074,2021-05-22,Sicilia,0,5,0,0,0,1081,17,350,19201
9075,2021-05-22,Toscana,0,0,0,0,0,1078,16,358,22050
9076,2021-05-22,Trentino-Alto Adige,0,0,0,0,0,102,1,67,11102
9077,2021-05-22,Umbria,0,0,0,0,0,101,2,36,5929
9078,2021-05-22,Valle d'Aosta,0,0,0,0,0,38,0,28,672
9079,2021-05-22,Veneto,0,1,0,0,0,725,4,234,35639
9080,2021-05-23,Abruzzo,0,0,0,67,66,0,2,68,4313
9081,2021-05-23,Basilicata,0,1,0,0,0,69,0,38,842
9082,2021-05-23,Calabria,0,4,0,39,34,129,2,165,2724
9083,2021-05-23,Campania,0,3,0,0,0,1116,5,628,17222
9084,2021-05-23,Emilia-Romagna,0,0,0,0,0,547,6,297,12685
9085,2021-05-23,Friuli Venezia Giulia,7,0,6,0,0,76,1,31,4043
9086,2021-05-23,Lazio,0,0,0,0,0,1109,9,413,21240
9087,2021-05-23,Liguria,0,0,0,0,0,178,1,58,3614
9088,2021-05-23,Lombardia,0,0,0,295,205,497,9,711,32977
9089,2021-05-23,Marche,0,0,0,0,0,129,0,107,3738
9090,2021-05-23,Molise,0,0,0,0,0,24,0,3,265
9091,2021-05-23,Piemonte,0,3,0,0,0,550,2,271,11189
9092,2021-05-23,Puglia,0,0,0,0,0,319,20,274,6377
9093,2021-05-23,Sardegna,0,1,0,0,0,80,0,20,2838
9094,2021-05-23,Sicilia,0,0,0,0,0,575,2,238,11010
9095,2021-05-23,Toscana,0,0,0,0,0,627,8,382,16834
9096,2021-05-23,Trentino-Alto Adige,2,0,2,0,0,135,1,101,4708
9097,2021-05-23,Umbria,0,1,0,0,0,102,1,40,4967
9098,2021-05-23,Valle d'Aosta,0,0,0,0,0,35,0,15,482
9099,2021-05-23,Veneto,7,0,3,0,0,276,3,133,17323
9100,2021-05-24,Abruzzo,5,0,5,0,0,73,1,15,1567
9101,2021-05-24,Basilicata,0,0,0,0,0,107,0,4,234
9102,2021-05-24,Calabria,0,1,0,0,0,381,2,70,1336
9103,2021-05-24,Campania,0,0,0,0,0,1141,28,401,7310
9104,2021-05-24,Emilia-Romagna,0,1,0,0,0,868,7,314,10208
9105,2021-05-24,Friuli Venezia Giulia,1,0,1,0,0,11,0,2,1413
9106,2021-05-24,Lazio,0,0,0,0,0,1263,11,292,13784
9107,2021-05-24,Liguria,0,0,0,0,0,178,3,61,3384
9108,2021-05-24,Lombardia,0,0,0,36,19,223,7,249,13519
9109,2021-05-24,Marche,0,0,0,0,0,63,2,58,213
9110,2021-05-24,Molise,0,0,0,0,0,6,0,1,165
9111,2021-05-24,Piemonte,0,0,0,0,0,364,8,106,11236
9112,2021-05-24,Puglia,0,0,0,0,0,1020,11,71,4120
9113,2021-05-24,Sardegna,2,0,0,0,0,119,2,20,6251
9114,2021-05-24,Sicilia,0,0,0,109,88,282,8,378,11194
9115,2021-05-24,Toscana,0,0,0,0,0,581,14,245,8558
9116,2021-05-24,Trentino-Alto Adige,3,2,5,0,0,65,2,37,1463
9117,2021-05-24,Umbria,3,0,3,0,0,29,2,10,984
9118,2021-05-24,Valle d'Aosta,0,0,0,0,0,15,0,5,113
9119,2021-05-24,Veneto,0,0,0,0,0,243,2,150,10429
9120,2021-05-25,Abruzzo,0,0,0,0,0,122,2,40,5827
9121,2021-05-25,Basilicata,3,0,2,0,0,131,1,50,1222
9122,2021-05-25,Calabria,0,0,0,0,0,399,10,113,3159
9123,2021-05-25,Campania,0,0,0,0,0,1220,37,410,18387
9124,2021-05-25,Emilia-Romagna,0,0,0,0,0,846,10,157,22728
9125,2021-05-25,Friuli Venezia Giulia,0,0,0,0,0,128,2,34,6459
9126,2021-05-25,Lazio,0,0,0,0,0,1788,16,308,27747
9127,2021-05-25,Liguria,0,1,0,0,0,292,4,47,5965
9128,2021-05-25,Lombardia,0,0,0,0,0,1550,17,505,32446
9129,2021-05-25,Marche,0,0,0,0,0,103,3,77,2946
9130,2021-05-25,Molise,0,0,0,0,0,14,1,1,361
9131,2021-05-25,Piemonte,0,0,0,0,0,722,13,274,24752
9132,2021-05-25,Puglia,0,0,0,0,0,1422,28,314,9289
9133,2021-05-25,Sardegna,0,0,0,0,0,169,1,28,7486
9134,2021-05-25,Sicilia,0,0,0,0,0,773,11,372,19335
9135,2021-05-25,Toscana,0,1,0,0,0,731,7,215,18710
9136,2021-05-25,Trentino-Alto Adige,0,0,0,0,0,125,0,40,3718
9137,2021-05-25,Umbria,0,0,0,0,0,85,0,55,7126
9138,2021-05-25,Valle d'Aosta,0,0,0,0,0,47,1,21,552
9139,2021-05-25,Veneto,0,0,0,0,0,681,2,159,34431
9140,2021-05-26,Abruzzo,0,0,0,0,0,203,2,66,4660
9141,2021-05-26,Basilicata,0,0,0,0,0,175,0,66,1204
9142,2021-05-26,Calabria,0,0,0,0,0,227,4,205,3548
9143,2021-05-26,Campania,0,0,0,0,0,1301,8,483,18589
9144,2021-05-26,Emilia-Romagna,0,0,0,0,0,506,4,222,23538
9145,2021-05-26,Friuli Venezia Giulia,0,1,0,0,0,102,2,30,7304
9146,2021-05-26,Lazio,0,0,0,0,0,1733,18,318,26326
9147,2021-05-26,Liguria,0,0,0,0,0,229,2,74,6125
9148,2021-05-26,Lombardia,0,1,0,0,0,1730,15,666,42222
9149,2021-05-26,Marche,0,0,0,46,33,98,1,132,3997
9150,2021-05-26,Molise,0,0,0,0,0,25,0,9,454
9151,2021-05-26,Piemonte,0,3,0,0,0,834,5,350,19550
9152,2021-05-26,Puglia,0,0,0,0,0,1179,16,237,8797
9153,2021-05-26,Sardegna,2,0,0,0,0,138,4,34,2552
9154,2021-05-26,Sicilia,0,0,0,0,0,1244,20,375,20628
9155,2021-05-26,Toscana,0,0,0,0,0,770,11,258,19263
9156,2021-05-26,Trentino-Alto Adige,0,0,0,0,0,161,0,111,10933
9157,2021-05-26,Umbria,1,0,0,0,0,176,1,35,6041
9158,2021-05-26,Valle d'Aosta,1,0,1,0,0,25,0,9,477
9159,2021-05-26,Veneto,0,0,0,0,0,1074,8,255,34754
9160,2021-05-27,Abruzzo,0,1,0,0,0,128,2,64,6689
9161,2021-05-27,Basilicata,0,0,0,0,0,147,1,53,1032
9162,2021-05-27,Calabria,0,0,0,0,0,366,3,185,2996
9163,2021-05-27,Campania,0,0,0,0,0,1248,21,533,17619
9164,2021-05-27,Emilia-Romagna,0,2,0,0,0,433,3,259,20132
9165,2021-05-27,Friuli Venezia Giulia,0,0,0,0,0,80,2,33,5567
9166,2021-05-27,Lazio,0,0,0,0,0,1324,9,361,24285
9167,2021-05-27,Liguria,0,0,0,0,0,138,2,49,5694
9168,2021-05-27,Lombardia,0,0,0,0,0,1457,41,739,44390
9169,2021-05-27,Marche,0,0,0,0,0,355,1,154,3572
9170,2021-05-27,Molise,0,0,0,0,0,16,0,11,721
9171,2021-05-27,Piemonte,0,0,0,0,0,669,8,298,16269
9172,2021-05-27,Puglia,0,0,0,0,0,2046,32,288,7922
9173,2021-05-27,Sardegna,0,0,0,0,0,149,3,28,5488
9174,2021-05-27,Sicilia,0,0,0,0,0,738,20,383,18104
9175,2021-05-27,Toscana,0,0,0,0,0,723,16,319,19667
9176,2021-05-27,Trentino-Alto Adige,3,0,2,0,1,112,0,113,7835
9177,2021-05-27,Umbria,1,0,0,0,0,102,1,24,5837
9178,2021-05-27,Valle d'Aosta,0,0,0,0,0,14,0,7,330
9179,2021-05-27,Veneto,0,0,0,0,0,563,6,242,29818
9180,2021-05-28,Abruzzo,0,0,0,0,0,155,3,43,4657
9181,2021-05-28,Basilicata,0,0,0,0,0,106,2,57,960
9182,2021-05-28,Calabria,0,0,0,0,0,414,5,105,2486
9183,2021-05-28,Campania,0,0,0,0,0,1258,15,477,15693
9184,2021-05-28,Emilia-Romagna,0,0,0,0,0,1220,4,257,22685
9185,2021-05-28,Friuli Venezia Giulia,0,0,0,0,0,82,1,21,6653
9186,2021-05-28,Lazio,0,0,0,0,0,1272,11,296,27024
9187,2021-05-28,Liguria,0,1,0,0,0,107,1,67,5753
9188,2021-05-28,Lombardia,0,0,0,0,0,852,29,661,45540
9189,2021-05-28,Marche,0,0,0,0,0,180,1,103,3324
9190,2021-05-28,Molise,0,0,0,0,0,10,0,5,311
9191,2021-05-28,Piemonte,0,0,0,0,0,732,7,279,23081
9192,2021-05-28,Puglia,0,0,0,0,0,1496,10,250,7834
9193,2021-05-28,Sardegna,0,0,0,0,0,135,3,52,3692
9194,2021-05-28,Sicilia,0,0,0,0,0,1134,9,418,19386
9195,2021-05-28,Toscana,0,0,0,0,0,637,16,301,19853
9196,2021-05-28,Trentino-Alto Adige,0,1,0,0,0,116,0,89,7370
9197,2021-05-28,Umbria,0,0,0,0,0,91,4,63,5636
9198,2021-05-28,Valle d'Aosta,0,0,0,0,0,19,0,4,296
9199,2021-05-28,Veneto,0,0,0,0,0,518,5,189,27677
9200,2021-05-29,Abruzzo,0,0,0,17,5,48,2,55,4553
9201,2021-05-29,Basilicata,0,0,0,0,0,267,4,46,1123
9202,2021-05-29,Calabria,0,0,0,58,48,127,2,177,3229
9203,2021-05-29,Campania,0,0,0,0,0,545,7,331,15961
9204,2021-05-29,Emilia-Romagna,0,0,0,0,0,542,6,221,21742
9205,2021-05-29,Friuli Venezia Giulia,0,0,0,0,0,93,2,76,7668
9206,2021-05-29,Lazio,0,0,0,0,0,1260,10,307,26281
9207,2021-05-29,Liguria,0,0,0,0,0,136,1,82,6531
9208,2021-05-29,Lombardia,0,0,0,0,0,752,13,620,44888
9209,2021-05-29,Marche,0,0,0,0,0,216,0,83,3895
9210,2021-05-29,Molise,0,0,0,0,0,13,0,2,385
9211,2021-05-29,Piemonte,0,0,0,0,0,434,3,149,18009
9212,2021-05-29,Puglia,0,0,0,0,0,669,6,269,7686
9213,2021-05-29,Sardegna,0,0,0,0,0,81,1,22,2276
9214,2021-05-29,Sicilia,0,0,0,0,0,1005,7,385,15094
9215,2021-05-29,Toscana,0,4,0,0,0,704,9,200,19685
9216,2021-05-29,Trentino-Alto Adige,0,0,0,0,0,94,0,77,10390
9217,2021-05-29,Umbria,0,0,0,0,0,95,3,26,6496
9218,2021-05-29,Valle d'Aosta,0,0,0,9,7,15,0,22,438
