,data,denominazione_regione,hospitalized_with_symptoms,intensive_care,total_hospitalized,home_isolation,total_positives,discharged_healed,deceased,total_cases,swabs
3406,2020-08-12,Lazio,0,0,0,33,20,16,1,37,2695
3407,2020-08-12,Liguria,0,0,0,5,4,22,0,26,1775
3408,2020-08-12,Lombardia,5,0,5,2,7,95,0,102,7960
3409,2020-08-12,Marche,0,0,0,6,5,11,0,16,1029
3410,2020-08-12,Molise,0,0,0,0,0,4,0,0,172
3411,2020-08-12,Piemonte,0,0,0,42,33,7,2,42,2739
3412,2020-08-12,Puglia,5,1,6,27,33,0,0,33,2123
3413,2020-08-12,Sardegna,0,0,0,1,1,0,0,1,747
3414,2020-08-12,Sicilia,0,0,0,25,24,5,0,29,2248
3415,2020-08-12,Toscana,0,2,0,29,28,5,0,33,3173
3416,2020-08-12,Trentino-Alto Adige,0,1,0,0,0,9,0,4,3095
3417,2020-08-12,Umbria,0,0,0,5,5,1,0,6,944
3418,2020-08-12,Valle d'Aosta,0,0,0,0,0,0,0,0,208
3419,2020-08-12,Veneto,0,0,0,33,33,20,7,60,9841
3420,2020-08-13,Abruzzo,1,0,1,12,13,3,0,16,905
3421,2020-08-13,Basilicata,0,0,0,1,1,0,0,1,329
3422,2020-08-13,Calabria,0,0,0,9,9,3,0,12,1164
3423,2020-08-13,Campania,0,0,0,28,23,4,0,27,1708
3424,2020-08-13,Emilia-Romagna,1,0,1,19,20,17,0,37,7168
3425,2020-08-13,Friuli Venezia Giulia,0,0,0,12,12,3,0,15,2517
3426,2020-08-13,Lazio,5,0,5,1,6,29,1,36,2211
3427,2020-08-13,Liguria,3,0,3,27,30,33,0,63,1704
3428,2020-08-13,Lombardia,5,1,6,12,18,54,2,74,7174
3429,2020-08-13,Marche,0,0,0,4,2,9,0,11,1302
3430,2020-08-13,Molise,0,0,0,6,6,0,0,6,156
3431,2020-08-13,Piemonte,1,0,1,8,9,16,1,26,2796
3432,2020-08-13,Puglia,3,0,3,11,14,2,0,16,1746
3433,2020-08-13,Sardegna,2,0,2,13,15,2,0,17,1159
3434,2020-08-13,Sicilia,0,0,0,43,42,0,0,42,2046
3435,2020-08-13,Toscana,0,0,0,29,27,1,0,28,3128
3436,2020-08-13,Trentino-Alto Adige,0,1,1,0,0,17,0,4,3015
3437,2020-08-13,Umbria,1,0,1,4,5,2,0,7,796
3438,2020-08-13,Valle d'Aosta,0,0,0,1,0,1,0,0,99
3439,2020-08-13,Veneto,0,0,0,55,52,30,2,84,10065
3440,2020-08-14,Abruzzo,0,0,0,9,8,5,0,13,745
3441,2020-08-14,Basilicata,0,0,0,0,0,13,0,4,378
3442,2020-08-14,Calabria,0,0,0,15,14,5,0,19,1185
3443,2020-08-14,Campania,9,0,8,32,40,4,0,44,2235
3444,2020-08-14,Emilia-Romagna,0,0,0,42,39,18,0,57,6376
3445,2020-08-14,Friuli Venezia Giulia,0,0,0,11,7,1,0,8,2222
3446,2020-08-14,Lazio,0,0,0,41,38,6,1,45,2450
3447,2020-08-14,Liguria,0,1,0,17,15,5,0,20,1506
3448,2020-08-14,Lombardia,0,1,0,0,0,258,1,97,7464
3449,2020-08-14,Marche,2,1,3,18,21,11,0,32,1280
3450,2020-08-14,Molise,0,0,0,0,0,0,0,0,79
3451,2020-08-14,Piemonte,0,0,0,10,10,5,0,15,1241
3452,2020-08-14,Puglia,0,0,0,12,10,2,0,12,1701
3453,2020-08-14,Sardegna,0,0,0,5,5,0,0,5,573
3454,2020-08-14,Sicilia,4,0,4,23,27,9,0,36,2219
3455,2020-08-14,Toscana,0,0,0,15,14,12,0,26,3014
3456,2020-08-14,Trentino-Alto Adige,1,0,1,0,1,5,0,6,2440
3457,2020-08-14,Umbria,0,0,0,6,6,2,0,8,853
3458,2020-08-14,Valle d'Aosta,0,0,0,0,0,1,0,0,118
3459,2020-08-14,Veneto,3,0,3,82,85,41,1,127,8644
3460,2020-08-15,Abruzzo,2,0,2,8,10,3,0,13,1266
3461,2020-08-15,Basilicata,0,0,0,2,2,2,0,4,230
3462,2020-08-15,Calabria,1,0,1,9,10,0,0,10,1487
3463,2020-08-15,Campania,0,0,0,15,2,16,0,18,1723
3464,2020-08-15,Emilia-Romagna,0,0,0,0,0,28,155,71,6089
3465,2020-08-15,Friuli Venezia Giulia,0,0,0,7,6,9,0,15,3340
3466,2020-08-15,Lazio,1,0,1,52,53,5,0,58,2602
3467,2020-08-15,Liguria,0,0,0,1,1,32,0,33,1921
3468,2020-08-15,Lombardia,0,0,0,0,0,113,1,94,7028
3469,2020-08-15,Marche,3,0,3,1,4,7,0,11,1135
3470,2020-08-15,Molise,0,0,0,0,0,2,0,2,221
3471,2020-08-15,Piemonte,4,0,4,2,6,41,0,47,2220
3472,2020-08-15,Puglia,1,0,1,21,22,0,0,22,1745
3473,2020-08-15,Sardegna,0,0,0,0,0,7,0,5,654
3474,2020-08-15,Sicilia,1,0,0,46,46,0,0,46,2030
3475,2020-08-15,Toscana,0,1,0,31,29,8,1,38,3767
3476,2020-08-15,Trentino-Alto Adige,0,0,0,1,0,9,0,9,2863
3477,2020-08-15,Umbria,0,1,0,12,12,1,0,13,920
3478,2020-08-15,Valle d'Aosta,0,0,0,0,0,2,0,0,110
3479,2020-08-15,Veneto,5,0,3,87,90,29,1,120,11772
3480,2020-08-16,Abruzzo,0,0,0,2,2,0,0,2,233
3481,2020-08-16,Basilicata,0,0,0,0,0,0,0,0,1
3482,2020-08-16,Calabria,1,0,1,2,3,0,0,3,1676
3483,2020-08-16,Campania,9,0,9,35,44,2,0,46,3389
3484,2020-08-16,Emilia-Romagna,0,0,0,52,51,0,0,51,3817
3485,2020-08-16,Friuli Venezia Giulia,1,0,1,6,7,1,0,8,1052
3486,2020-08-16,Lazio,11,0,11,55,66,2,0,68,3016
3487,2020-08-16,Liguria,2,0,2,10,12,0,0,12,1033
3488,2020-08-16,Lombardia,0,1,0,21,20,38,3,61,4882
3489,2020-08-16,Marche,0,0,0,1,0,5,0,5,858
3490,2020-08-16,Molise,0,0,0,0,0,0,0,0,59
3491,2020-08-16,Piemonte,0,0,0,0,0,55,0,40,1921
3492,2020-08-16,Puglia,1,0,1,14,15,0,0,15,1081
3493,2020-08-16,Sardegna,0,0,0,4,4,0,0,4,340
3494,2020-08-16,Sicilia,4,0,4,31,35,3,1,39,1043
3495,2020-08-16,Toscana,1,0,1,33,34,0,0,34,1933
3496,2020-08-16,Trentino-Alto Adige,0,0,0,2,2,7,0,9,1515
3497,2020-08-16,Umbria,1,0,1,2,3,0,0,3,206
3498,2020-08-16,Valle d'Aosta,0,0,0,0,0,2,0,0,55
3499,2020-08-16,Veneto,0,0,0,50,47,31,0,78,8697
3500,2020-08-17,Abruzzo,2,0,2,0,1,4,0,5,280
3501,2020-08-17,Basilicata,0,0,0,0,0,0,0,0,152
3502,2020-08-17,Calabria,0,0,0,4,3,1,0,4,864
3503,2020-08-17,Campania,4,0,4,30,34,0,0,34,1404
3504,2020-08-17,Emilia-Romagna,0,0,0,9,9,32,0,41,3113
3505,2020-08-17,Friuli Venezia Giulia,3,0,3,2,5,0,0,5,1185
3506,2020-08-17,Lazio,8,0,8,37,45,6,0,51,2271
3507,2020-08-17,Liguria,3,0,3,7,10,6,0,16,824
3508,2020-08-17,Lombardia,0,1,1,0,0,85,0,43,4174
3509,2020-08-17,Marche,0,0,0,1,1,7,0,8,646
3510,2020-08-17,Molise,0,0,0,0,0,0,0,0,73
3511,2020-08-17,Piemonte,0,0,0,15,9,6,1,16,1381
3512,2020-08-17,Puglia,2,1,3,0,2,1,1,4,920
3513,2020-08-17,Sardegna,1,0,1,4,5,2,0,7,340
3514,2020-08-17,Sicilia,3,1,4,2,6,7,1,14,1626
3515,2020-08-17,Toscana,1,0,1,19,20,0,1,21,1643
3516,2020-08-17,Trentino-Alto Adige,1,0,1,0,0,5,0,3,704
3517,2020-08-17,Umbria,0,0,0,2,2,0,0,1,355
3518,2020-08-17,Valle d'Aosta,0,0,0,0,0,2,0,1,145
3519,2020-08-17,Veneto,2,0,2,25,27,19,0,46,8566
3520,2020-08-18,Abruzzo,0,0,0,3,3,2,0,5,536
3521,2020-08-18,Basilicata,0,0,0,5,5,1,0,6,379
3522,2020-08-18,Calabria,2,0,2,3,5,0,0,5,1474
3523,2020-08-18,Campania,2,1,3,26,29,6,0,35,3156
3524,2020-08-18,Emilia-Romagna,0,0,0,0,0,45,1,21,8645
3525,2020-08-18,Friuli Venezia Giulia,0,0,0,4,3,7,0,10,3279
3526,2020-08-18,Lazio,6,0,3,27,30,12,1,43,3243
3527,2020-08-18,Liguria,3,0,1,26,27,0,0,27,1589
3528,2020-08-18,Lombardia,3,0,3,0,0,71,0,50,5548
3529,2020-08-18,Marche,1,0,1,9,10,5,0,15,1127
3530,2020-08-18,Molise,0,0,0,9,9,0,0,9,179
3531,2020-08-18,Piemonte,5,1,6,17,23,3,1,27,3298
3532,2020-08-18,Puglia,4,1,5,10,15,5,0,20,2644
3533,2020-08-18,Sardegna,0,0,0,12,12,0,0,12,1009
3534,2020-08-18,Sicilia,0,0,0,4,4,9,0,13,2406
3535,2020-08-18,Toscana,5,0,5,26,31,0,0,31,3425
3536,2020-08-18,Trentino-Alto Adige,1,0,1,0,0,2,0,2,1437
3537,2020-08-18,Umbria,0,0,0,9,8,2,0,10,1755
3538,2020-08-18,Valle d'Aosta,0,0,0,0,0,0,0,0,85
3539,2020-08-18,Veneto,5,2,7,47,54,4,2,60,8762
3540,2020-08-19,Abruzzo,0,1,0,8,7,0,0,7,1300
3541,2020-08-19,Basilicata,0,0,0,1,1,0,0,1,240
3542,2020-08-19,Calabria,0,0,0,0,0,14,0,10,1516
3543,2020-08-19,Campania,2,0,2,20,22,34,0,56,2774
3544,2020-08-19,Emilia-Romagna,9,3,12,0,6,69,1,76,9286
3545,2020-08-19,Friuli Venezia Giulia,2,0,2,4,6,5,0,11,4394
3546,2020-08-19,Lazio,11,0,11,59,70,5,0,75,4851
3547,2020-08-19,Liguria,0,0,0,23,21,9,0,30,1938
3548,2020-08-19,Lombardia,1,0,1,7,8,79,4,91,9000
3549,2020-08-19,Marche,0,0,0,2,2,5,0,7,1640
3550,2020-08-19,Molise,0,0,0,7,7,0,0,7,249
3551,2020-08-19,Piemonte,1,0,1,33,34,7,1,42,3299
3552,2020-08-19,Puglia,0,0,0,31,30,3,0,33,2694
3553,2020-08-19,Sardegna,2,0,2,30,32,5,0,37,1125
3554,2020-08-19,Sicilia,0,2,1,43,44,1,0,45,2859
3555,2020-08-19,Toscana,4,1,5,23,28,12,0,40,4627
3556,2020-08-19,Trentino-Alto Adige,0,0,0,0,0,29,0,9,3491
3557,2020-08-19,Umbria,0,1,1,1,2,2,0,4,1394
3558,2020-08-19,Valle d'Aosta,0,0,0,2,2,0,0,2,183
3559,2020-08-19,Veneto,0,0,0,0,0,85,1,59,14235
3560,2020-08-20,Abruzzo,2,0,1,2,3,1,0,4,1118
3561,2020-08-20,Basilicata,0,0,0,2,2,0,0,2,330
3562,2020-08-20,Calabria,1,0,1,0,1,9,0,10,1452
3563,2020-08-20,Campania,5,0,5,48,53,0,0,53,2381
3564,2020-08-20,Emilia-Romagna,0,1,0,24,21,31,0,52,11184
3565,2020-08-20,Friuli Venezia Giulia,2,0,2,10,12,2,0,14,3440
3566,2020-08-20,Lazio,9,0,9,102,111,3,1,115,5579
3567,2020-08-20,Liguria,0,0,0,14,12,17,2,31,2361
3568,2020-08-20,Lombardia,4,2,6,95,101,51,2,154,13757
3569,2020-08-20,Marche,1,0,1,9,10,3,0,13,1579
3570,2020-08-20,Molise,1,0,1,3,4,0,0,4,218
3571,2020-08-20,Piemonte,2,0,2,44,46,6,0,52,4824
3572,2020-08-20,Puglia,6,0,6,13,19,1,0,20,2682
3573,2020-08-20,Sardegna,1,0,1,16,17,1,0,18,1134
3574,2020-08-20,Sicilia,0,0,0,36,24,13,0,37,2982
3575,2020-08-20,Toscana,4,0,4,51,55,4,0,59,4623
3576,2020-08-20,Trentino-Alto Adige,0,0,0,17,17,8,0,25,2858
3577,2020-08-20,Umbria,1,0,0,17,17,0,0,17,1527
3578,2020-08-20,Valle d'Aosta,0,0,0,1,1,0,0,1,119
3579,2020-08-20,Veneto,0,1,0,131,128,30,1,159,13294
3580,2020-08-21,Abruzzo,3,0,3,18,21,2,0,23,1210
3581,2020-08-21,Basilicata,0,0,0,0,0,10,0,0,460
3582,2020-08-21,Calabria,0,0,0,2,2,0,0,2,1340
3583,2020-08-21,Campania,10,0,10,54,64,3,0,67,3475
3584,2020-08-21,Emilia-Romagna,0,0,0,45,45,37,0,82,10062
3585,2020-08-21,Friuli Venezia Giulia,0,0,0,22,21,15,0,36,3158
3586,2020-08-21,Lazio,10,0,10,116,126,10,1,137,6584
3587,2020-08-21,Liguria,0,0,0,12,10,11,0,21,1794
3588,2020-08-21,Lombardia,0,1,0,76,71,97,6,174,10703
3589,2020-08-21,Marche,0,0,0,16,15,2,0,17,2086
3590,2020-08-21,Molise,0,0,0,1,1,1,0,2,209
3591,2020-08-21,Piemonte,2,1,3,21,24,15,0,39,3765
3592,2020-08-21,Puglia,3,1,4,26,30,5,0,35,2931
3593,2020-08-21,Sardegna,1,0,1,41,42,0,0,42,944
3594,2020-08-21,Sicilia,4,0,4,34,38,6,0,44,3129
3595,2020-08-21,Toscana,4,0,4,73,77,2,0,79,4154
3596,2020-08-21,Trentino-Alto Adige,1,0,1,0,0,10,0,9,2035
3597,2020-08-21,Umbria,0,0,0,12,12,10,0,22,1356
3598,2020-08-21,Valle d'Aosta,0,0,0,0,0,0,0,0,79
3599,2020-08-21,Veneto,7,0,6,70,76,38,2,116,12522
3600,2020-08-22,Abruzzo,2,0,2,22,24,0,0,24,1210
3601,2020-08-22,Basilicata,0,0,0,3,3,0,0,3,399
3602,2020-08-22,Calabria,0,0,0,5,5,6,0,11,1342
3603,2020-08-22,Campania,0,0,0,69,57,4,0,61,4269
3604,2020-08-22,Emilia-Romagna,0,0,0,66,64,16,0,80,9423
3605,2020-08-22,Friuli Venezia Giulia,0,0,0,29,29,4,0,33,3362
3606,2020-08-22,Lazio,17,0,17,187,204,11,0,215,7792
3607,2020-08-22,Liguria,0,0,0,11,10,24,0,34,1848
3608,2020-08-22,Lombardia,0,0,0,86,82,103,0,185,12957
3609,2020-08-22,Marche,0,0,0,12,10,0,0,10,1658
3610,2020-08-22,Molise,0,0,0,1,1,0,0,1,200
3611,2020-08-22,Piemonte,0,0,0,35,30,10,1,41,3261
3612,2020-08-22,Puglia,1,0,1,16,17,5,0,22,2579
3613,2020-08-22,Sardegna,1,0,1,43,44,0,0,44,760
3614,2020-08-22,Sicilia,0,0,0,46,46,2,0,48,2220
3615,2020-08-22,Toscana,2,1,3,47,50,3,0,53,4699
3616,2020-08-22,Trentino-Alto Adige,0,0,0,4,4,24,0,28,4356
3617,2020-08-22,Umbria,2,0,2,16,18,0,0,18,1378
3618,2020-08-22,Valle d'Aosta,0,0,0,0,0,0,0,0,75
3619,2020-08-22,Veneto,2,0,0,127,127,31,2,160,13886
3620,2020-08-23,Abruzzo,0,0,0,20,19,1,0,20,1384
3621,2020-08-23,Basilicata,1,0,1,4,5,0,0,5,5
3622,2020-08-23,Calabria,0,0,0,8,8,0,0,8,1184
3623,2020-08-23,Campania,6,1,7,126,133,4,1,138,4135
3624,2020-08-23,Emilia-Romagna,2,0,2,107,109,17,1,127,6430
3625,2020-08-23,Friuli Venezia Giulia,1,0,1,18,19,5,0,24,2565
3626,2020-08-23,Lazio,21,0,21,136,157,26,1,184,8374
3627,2020-08-23,Liguria,0,0,0,23,23,5,0,28,1537
3628,2020-08-23,Lombardia,0,0,0,206,206,29,4,239,13663
3629,2020-08-23,Marche,1,0,1,2,3,2,0,5,1617
3630,2020-08-23,Molise,0,0,0,1,1,0,0,1,159
3631,2020-08-23,Piemonte,0,1,0,31,30,12,0,42,3325
3632,2020-08-23,Puglia,6,0,6,25,31,2,0,33,1591
3633,2020-08-23,Sardegna,4,0,4,77,81,0,0,81,1081
3634,2020-08-23,Sicilia,5,2,7,22,29,6,0,35,2146
3635,2020-08-23,Toscana,5,1,6,46,52,7,0,59,4129
3636,2020-08-23,Trentino-Alto Adige,0,0,0,14,14,2,0,16,2117
3637,2020-08-23,Umbria,0,0,0,19,18,1,0,19,1162
3638,2020-08-23,Valle d'Aosta,0,0,0,0,0,0,0,0,175
3639,2020-08-23,Veneto,0,0,0,0,0,148,0,145,10592
3640,2020-08-24,Abruzzo,3,0,3,1,4,0,0,4,186
3641,2020-08-24,Basilicata,1,0,1,0,0,1,0,0,278
3642,2020-08-24,Calabria,2,0,2,0,1,1,0,2,1274
3643,2020-08-24,Campania,11,0,11,105,116,0,0,116,3132
3644,2020-08-24,Emilia-Romagna,5,0,5,100,105,9,2,116,5019
3645,2020-08-24,Friuli Venezia Giulia,1,0,1,0,0,2,0,2,901
3646,2020-08-24,Lazio,13,0,13,111,124,21,1,146,6000
3647,2020-08-24,Liguria,4,0,3,0,3,23,0,26,1039
3648,2020-08-24,Lombardia,5,1,6,76,82,27,1,110,7722
3649,2020-08-24,Marche,1,0,0,0,0,5,0,3,714
3650,2020-08-24,Molise,1,0,1,0,0,2,0,0,159
3651,2020-08-24,Piemonte,5,0,5,29,34,6,0,40,1904
3652,2020-08-24,Puglia,13,0,13,25,38,7,0,45,1068
3653,2020-08-24,Sardegna,0,0,0,91,91,0,0,91,1094
3654,2020-08-24,Sicilia,4,0,3,41,44,21,0,65,1468
3655,2020-08-24,Toscana,4,0,2,33,35,9,0,44,3059
3656,2020-08-24,Trentino-Alto Adige,0,0,0,16,16,0,0,16,756
3657,2020-08-24,Umbria,1,0,1,9,10,1,0,11,632
3658,2020-08-24,Valle d'Aosta,0,0,0,0,0,0,0,0,41
3659,2020-08-24,Veneto,0,0,0,59,59,57,0,116,9468
3660,2020-08-25,Abruzzo,0,0,0,7,6,4,0,10,752
3661,2020-08-25,Basilicata,0,0,0,3,3,0,0,3,502
3662,2020-08-25,Calabria,1,0,1,2,3,5,0,8,1458
3663,2020-08-25,Campania,4,1,5,118,123,14,1,138,3620
3664,2020-08-25,Emilia-Romagna,8,0,5,45,50,13,0,63,11052
3665,2020-08-25,Friuli Venezia Giulia,2,0,2,5,7,2,0,9,1408
3666,2020-08-25,Lazio,0,0,0,151,133,10,0,143,9336
3667,2020-08-25,Liguria,2,0,2,10,12,0,0,12,1562
3668,2020-08-25,Lombardia,5,0,5,0,0,196,0,119,9879
3669,2020-08-25,Marche,1,0,1,4,5,6,0,11,1364
3670,2020-08-25,Molise,0,0,0,0,0,0,0,0,106
3671,2020-08-25,Piemonte,0,1,0,50,47,10,0,57,3545
3672,2020-08-25,Puglia,7,0,7,36,43,6,0,49,3272
3673,2020-08-25,Sardegna,1,0,1,33,34,0,0,34,1584
3674,2020-08-25,Sicilia,0,1,0,0,0,24,0,24,2634
3675,2020-08-25,Toscana,2,0,2,22,24,10,0,34,3874
3676,2020-08-25,Trentino-Alto Adige,1,0,1,7,8,4,0,12,1120
3677,2020-08-25,Umbria,0,0,0,25,25,4,0,29,2010
3678,2020-08-25,Valle d'Aosta,0,0,0,2,2,0,0,2,107
3679,2020-08-25,Veneto,3,1,4,67,71,45,3,119,13156
3680,2020-08-26,Abruzzo,1,0,1,23,24,1,0,25,1248
3681,2020-08-26,Basilicata,0,0,0,1,1,2,0,3,539
3682,2020-08-26,Calabria,0,0,0,4,3,5,0,8,1224
3683,2020-08-26,Campania,0,0,0,132,131,3,1,135,3026
3684,2020-08-26,Emilia-Romagna,2,1,3,109,112,8,0,120,10757
3685,2020-08-26,Friuli Venezia Giulia,1,0,0,24,23,10,0,33,5509
3686,2020-08-26,Lazio,0,0,0,146,128,33,1,162,9008
3687,2020-08-26,Liguria,0,0,0,28,27,14,0,41,2343
3688,2020-08-26,Lombardia,0,2,2,180,182,87,0,269,16561
3689,2020-08-26,Marche,0,0,0,0,0,16,0,9,1385
3690,2020-08-26,Molise,1,0,1,8,9,0,0,9,350
3691,2020-08-26,Piemonte,4,0,4,62,66,8,1,75,5545
3692,2020-08-26,Puglia,6,0,6,43,49,2,0,51,3510
3693,2020-08-26,Sardegna,1,1,2,48,50,3,0,53,1608
3694,2020-08-26,Sicilia,6,0,6,27,33,0,0,33,3353
3695,2020-08-26,Toscana,2,1,3,149,152,8,1,161,6084
3696,2020-08-26,Trentino-Alto Adige,0,0,0,1,1,11,0,12,3329
3697,2020-08-26,Umbria,0,0,0,18,17,3,0,20,1840
3698,2020-08-26,Valle d'Aosta,0,0,0,0,0,1,0,0,208
3699,2020-08-26,Veneto,0,1,1,38,39,99,9,147,16102
3700,2020-08-27,Abruzzo,3,0,3,12,15,3,0,18,1574
3701,2020-08-27,Basilicata,0,0,0,6,6,0,0,6,554
3702,2020-08-27,Calabria,0,0,0,6,6,0,0,6,1604
3703,2020-08-27,Campania,33,1,34,94,128,0,2,130,3631
3704,2020-08-27,Emilia-Romagna,1,2,3,163,166,5,0,171,10322
3705,2020-08-27,Friuli Venezia Giulia,0,0,0,15,14,11,0,25,3503
3706,2020-08-27,Lazio,5,0,5,138,143,8,1,152,10590
3707,2020-08-27,Liguria,3,0,3,15,18,19,0,37,2213
3708,2020-08-27,Lombardia,15,0,12,244,256,30,0,286,17964
3709,2020-08-27,Marche,0,0,0,43,42,19,0,61,2169
3710,2020-08-27,Molise,0,0,0,1,1,0,0,1,590
3711,2020-08-27,Piemonte,0,0,0,78,73,15,0,88,4902
3712,2020-08-27,Puglia,3,0,2,38,40,6,1,47,3161
3713,2020-08-27,Sardegna,4,1,5,50,55,0,0,55,1629
3714,2020-08-27,Sicilia,3,0,3,36,39,11,0,50,4072
3715,2020-08-27,Toscana,0,0,0,83,82,17,0,99,6154
3716,2020-08-27,Trentino-Alto Adige,0,0,0,21,21,3,0,24,2249
3717,2020-08-27,Umbria,1,0,1,9,10,10,0,20,1466
3718,2020-08-27,Valle d'Aosta,0,0,0,1,1,0,0,1,100
3719,2020-08-27,Veneto,12,0,11,52,63,68,1,132,15577
3720,2020-08-28,Abruzzo,2,0,2,0,2,18,0,20,1410
3721,2020-08-28,Basilicata,0,1,0,3,3,1,0,4,613
3722,2020-08-28,Calabria,0,0,0,10,10,0,0,10,1538
3723,2020-08-28,Campania,13,1,14,159,173,10,0,183,5494
3724,2020-08-28,Emilia-Romagna,1,1,2,152,154,7,1,162,10080
3725,2020-08-28,Friuli Venezia Giulia,0,0,0,12,12,7,0,19,2230
3726,2020-08-28,Lazio,15,0,15,146,161,4,1,166,14013
3727,2020-08-28,Liguria,2,0,2,9,11,35,0,46,2038
3728,2020-08-28,Lombardia,0,3,2,227,229,84,3,316,19721
3729,2020-08-28,Marche,0,1,1,7,8,9,0,17,1529
3730,2020-08-28,Molise,0,0,0,1,1,0,0,1,469
3731,2020-08-28,Piemonte,4,0,4,61,65,25,1,91,4219
3732,2020-08-28,Puglia,7,2,9,38,47,4,0,51,3159
3733,2020-08-28,Sardegna,0,0,0,55,54,1,0,55,1552
3734,2020-08-28,Sicilia,7,0,6,33,39,15,0,54,3236
3735,2020-08-28,Toscana,4,0,3,73,76,5,1,82,6067
3736,2020-08-28,Trentino-Alto Adige,2,0,2,15,17,7,0,24,2671
3737,2020-08-28,Umbria,0,0,0,8,7,15,0,22,2021
3738,2020-08-28,Valle d'Aosta,1,0,1,1,2,0,0,2,90
3739,2020-08-28,Veneto,0,1,0,39,32,101,2,135,14915
3740,2020-08-29,Abruzzo,0,0,0,14,12,2,0,14,1457
3741,2020-08-29,Basilicata,0,0,0,4,4,1,0,5,692
3742,2020-08-29,Calabria,3,0,3,6,9,2,0,11,1530
3743,2020-08-29,Campania,0,0,0,227,175,13,0,188,4359
3744,2020-08-29,Emilia-Romagna,4,1,5,143,148,1,0,149,10087
3745,2020-08-29,Friuli Venezia Giulia,2,0,2,0,1,19,0,20,5132
3746,2020-08-29,Lazio,10,2,12,154,166,5,0,171,13010
3747,2020-08-29,Liguria,1,1,2,22,24,23,0,47,1936
3748,2020-08-29,Lombardia,13,1,14,177,191,98,0,289,18701
3749,2020-08-29,Marche,2,0,2,3,5,7,0,12,1791
3750,2020-08-29,Molise,0,0,0,2,2,0,0,2,158
3751,2020-08-29,Piemonte,0,0,0,39,37,53,0,90,3752
3752,2020-08-29,Puglia,8,0,8,56,64,1,0,65,2753
3753,2020-08-29,Sardegna,1,0,1,68,69,1,0,70,1796
3754,2020-08-29,Sicilia,1,1,2,24,26,3,0,29,2872
3755,2020-08-29,Toscana,0,1,0,74,72,20,0,92,6701
3756,2020-08-29,Trentino-Alto Adige,0,1,0,13,11,12,0,23,2792
3757,2020-08-29,Umbria,0,1,0,9,9,3,0,12,2088
3758,2020-08-29,Valle d'Aosta,0,0,0,4,4,0,0,4,50
3759,2020-08-29,Veneto,4,0,4,88,92,58,1,151,17451
3760,2020-08-30,Abruzzo,0,0,0,34,34,0,0,34,2184
3761,2020-08-30,Basilicata,0,0,0,1,1,0,0,1,1
3762,2020-08-30,Calabria,0,0,0,34,34,0,0,34,1379
3763,2020-08-30,Campania,38,2,40,214,254,16,0,270,6729
3764,2020-08-30,Emilia-Romagna,1,1,2,97,99,10,0,109,9202
3765,2020-08-30,Friuli Venezia Giulia,0,1,1,11,12,4,0,16,1435
3766,2020-08-30,Lazio,17,0,16,137,153,3,0,156,12784
3767,2020-08-30,Liguria,3,0,3,13,16,37,0,53,1756
3768,2020-08-30,Lombardia,9,2,11,173,184,48,3,235,12863
3769,2020-08-30,Marche,2,0,2,4,6,9,0,15,1421
3770,2020-08-30,Molise,0,0,0,1,1,0,0,1,306
3771,2020-08-30,Piemonte,4,0,4,18,22,37,1,60,3045
3772,2020-08-30,Puglia,5,0,5,64,69,0,0,69,2708
3773,2020-08-30,Sardegna,4,1,5,16,21,1,0,22,1134
3774,2020-08-30,Sicilia,0,0,0,32,30,4,0,34,2365
3775,2020-08-30,Toscana,4,0,4,78,82,16,0,98,6433
3776,2020-08-30,Trentino-Alto Adige,0,0,0,3,3,13,0,16,2026
3777,2020-08-30,Umbria,0,0,0,25,24,7,0,31,1662
3778,2020-08-30,Valle d'Aosta,1,0,1,3,4,0,0,2,105
3779,2020-08-30,Veneto,0,1,0,1,0,109,0,109,7185
3780,2020-08-31,Abruzzo,0,0,0,0,0,6,0,4,261
3781,2020-08-31,Basilicata,0,0,0,0,0,0,0,0,276
3782,2020-08-31,Calabria,4,0,4,9,13,1,0,14,926
3783,2020-08-31,Campania,0,0,0,203,185,0,0,184,5783
3784,2020-08-31,Emilia-Romagna,7,0,5,104,109,4,4,117,6132
3785,2020-08-31,Friuli Venezia Giulia,0,1,0,6,5,0,0,5,717
3786,2020-08-31,Lazio,18,0,18,121,139,9,0,148,13093
3787,2020-08-31,Liguria,6,0,6,26,32,12,0,44,1360
3788,2020-08-31,Lombardia,1,2,3,120,123,10,2,135,9866
3789,2020-08-31,Marche,1,0,1,0,0,6,0,2,719
3790,2020-08-31,Molise,0,0,0,0,0,0,0,0,210
3791,2020-08-31,Piemonte,13,2,15,12,27,10,0,37,2077
3792,2020-08-31,Puglia,0,2,1,26,27,11,0,38,1974
3793,2020-08-31,Sardegna,0,1,1,76,77,2,0,79,1083
3794,2020-08-31,Sicilia,2,0,2,9,11,15,0,26,1315
3795,2020-08-31,Toscana,4,3,7,64,71,2,0,73,4438
3796,2020-08-31,Trentino-Alto Adige,2,0,2,2,4,3,0,7,1016
3797,2020-08-31,Umbria,0,1,1,5,6,3,0,9,505
3798,2020-08-31,Valle d'Aosta,0,0,0,8,8,1,0,9,110
3799,2020-08-31,Veneto,0,1,0,42,42,23,0,65,6657
3800,2020-09-01,Abruzzo,0,0,0,0,0,24,0,3,846
